Date,temp_C,HR,windSpeed_m/s,windGust_m/s,pres_mbar,solarRad_W/m2,rain_mm/h,rain_day,Power_kW,Holiday,Hour,Date Day
2017-01-01 00:00:00,8.5325,74.96666666666668,2.3445000000000005,3.27075,1029.0,1.355083333333333,0.0,0.0,117.823342,1.0,0,2017-01-01
2017-01-01 01:00:00,7.930000000000001,76.30833333333334,2.692416666666667,3.4803333333333337,1028.1666666666667,1.4773333333333334,0.0,0.0,119.1906989,1.0,1,2017-01-01
2017-01-01 02:00:00,7.263416666666668,80.275,3.3002499999999997,4.067166666666666,1028.0,1.4150833333333335,0.0,0.0,117.9729915,1.0,2,2017-01-01
2017-01-01 03:00:00,6.831333333333333,81.33333333333333,3.534333333333333,4.423583333333333,1028.0,1.542,0.0,0.0,116.4132879,1.0,3,2017-01-01
2017-01-01 04:00:00,6.500250000000001,81.24166666666666,4.006,5.262333333333333,1028.0,0.891,0.0,0.0,116.17238359999999,1.0,4,2017-01-01
2017-01-01 05:00:00,6.0064166666666665,81.00833333333334,4.552833333333334,6.0793333333333335,1028.0,1.3758333333333332,0.0,0.0,114.8782817,1.0,5,2017-01-01
2017-01-01 06:00:00,5.645833333333333,80.44166666666668,4.004416666666667,5.346416666666666,1027.0,0.988,0.0,0.0,116.12822129999999,1.0,6,2017-01-01
2017-01-01 07:00:00,5.4777499999999995,80.19166666666666,3.176250000000001,4.654166666666666,1027.0,1.4661666666666668,0.0,0.0,116.1114773,1.0,7,2017-01-01
2017-01-01 08:00:00,5.4102500000000004,80.35833333333333,3.460916666666666,4.402333333333334,1027.0,29.54975,0.0,0.0,112.4997965,1.0,8,2017-01-01
2017-01-01 09:00:00,5.4805833333333345,80.09166666666665,4.51075,5.680666666666667,1027.0,76.49416666666666,0.0,0.0,112.9510473,1.0,9,2017-01-01
2017-01-01 10:00:00,6.016833333333334,78.79166666666667,3.9555000000000007,5.324916666666667,1027.0,192.80833333333337,0.0,0.0,112.74865420000002,1.0,10,2017-01-01
2017-01-01 11:00:00,6.882416666666667,76.29166666666667,2.4581666666666666,3.3125,1026.1666666666667,237.49166666666667,0.0,0.0,112.3430308,1.0,11,2017-01-01
2017-01-01 12:00:00,7.56,75.31666666666666,2.1505833333333335,2.8511666666666664,1025.1666666666667,267.5,0.0,0.0,113.6214352,1.0,12,2017-01-01
2017-01-01 13:00:00,8.729999999999999,72.74916666666668,1.5585000000000002,2.2221666666666664,1023.6666666666666,203.54999999999998,0.0,0.0,113.8309445,1.0,13,2017-01-01
2017-01-01 14:00:00,9.809166666666668,70.03083333333332,1.0795833333333336,1.719083333333333,1023.0,146.23333333333332,0.0,0.0,114.5270763,1.0,14,2017-01-01
2017-01-01 15:00:00,9.735833333333334,71.41083333333333,1.9410833333333333,2.411,1022.25,124.28333333333335,0.0,0.0,114.30961359999999,1.0,15,2017-01-01
2017-01-01 16:00:00,9.525833333333335,73.75833333333334,1.3505,1.761,1022.0,56.92416666666668,0.0,0.0,117.1276288,1.0,16,2017-01-01
2017-01-01 17:00:00,8.9725,76.35833333333333,2.4476666666666667,2.998083333333333,1022.0,5.232166666666666,0.0,0.0,116.887771,1.0,17,2017-01-01
2017-01-01 18:00:00,8.865,76.30833333333334,2.7325,3.3334999999999995,1021.5833333333334,1.5073333333333332,0.0,0.0,118.34512690000001,1.0,18,2017-01-01
2017-01-01 19:00:00,8.984166666666665,75.88333333333334,2.2152499999999997,2.8722499999999997,1021.0,1.4498333333333333,0.0,0.0,117.9116666,1.0,19,2017-01-01
2017-01-01 20:00:00,9.186666666666667,76.85833333333333,1.7769166666666667,2.222333333333333,1020.0,1.3549999999999998,0.0,0.0,125.8803455,1.0,20,2017-01-01
2017-01-01 21:00:00,9.174166666666666,78.6,0.4088333333333333,0.6499166666666667,1019.3333333333334,1.3435833333333334,0.0,0.0,126.03020430000001,1.0,21,2017-01-01
2017-01-01 22:00:00,10.007499999999999,77.71666666666667,1.6318333333333337,2.3691666666666666,1018.9166666666666,1.2211666666666667,0.0,0.0,125.65388290000001,1.0,22,2017-01-01
2017-01-01 23:00:00,9.882307692307693,80.23846153846155,1.9721538461538464,3.193076923076923,1018.0,1.500230769230769,0.0,0.0,126.1955513,1.0,23,2017-01-01
2017-01-02 00:00:00,9.47166666666667,83.45833333333334,2.7464999999999997,3.5850833333333334,1017.0833333333334,1.1796666666666664,0.0,0.0,126.10325,0.0,0,2017-01-02
2017-01-02 01:00:00,10.209166666666667,84.08333333333333,3.8714166666666667,4.926833333333334,1015.9166666666666,1.8166666666666667,0.0,0.0,128.5286184,0.0,1,2017-01-02
2017-01-02 02:00:00,9.975833333333332,85.5,5.83875,6.771666666666666,1015.0,1.1193333333333333,0.0,0.0,125.86925259999998,0.0,2,2017-01-02
2017-01-02 03:00:00,9.791666666666666,87.19166666666666,5.2955000000000005,6.499333333333333,1014.5,1.5486666666666666,0.0,0.0,126.8868692,0.0,3,2017-01-02
2017-01-02 04:00:00,9.895000000000001,86.625,5.0281666666666665,7.254749999999999,1014.0,1.507,0.0,0.0,127.19872620000001,0.0,4,2017-01-02
2017-01-02 05:00:00,10.042499999999999,84.8,5.592166666666667,7.777833333333333,1013.3333333333334,1.5416666666666663,0.0,0.0,126.4075722,0.0,5,2017-01-02
2017-01-02 06:00:00,10.42,81.575,7.307250000000001,9.330666666666668,1013.0,1.7425833333333334,0.0,0.0,139.113338,0.0,6,2017-01-02
2017-01-02 07:00:00,10.256666666666666,82.43333333333332,8.137666666666668,10.12583333333333,1013.0,1.7679166666666666,0.0,0.0,161.108675,0.0,7,2017-01-02
2017-01-02 08:00:00,10.105833333333335,80.65833333333335,9.291333333333334,11.258333333333333,1013.0,18.45658333333333,0.0,0.0,207.56887969999997,0.0,8,2017-01-02
2017-01-02 09:00:00,10.384166666666667,79.49166666666667,7.584666666666666,9.685916666666666,1013.3333333333334,42.23916666666667,0.0,0.0,298.6870068,0.0,9,2017-01-02
2017-01-02 10:00:00,10.936666666666667,77.7,8.447999999999999,10.627500000000001,1014.0,51.625,0.0,0.0,336.420448,0.0,10,2017-01-02
2017-01-02 11:00:00,11.874166666666667,74.69999999999999,7.610499999999999,9.770000000000001,1013.5833333333334,40.548333333333325,0.0,0.0,344.547567,0.0,11,2017-01-02
2017-01-02 12:00:00,12.63,73.76666666666667,6.322833333333332,7.840249999999998,1012.9166666666666,50.6325,0.0,0.0,317.6479124,0.0,12,2017-01-02
2017-01-02 13:00:00,13.617500000000001,70.11833333333334,6.225583333333333,8.322000000000001,1012.75,22.35916666666667,0.17500000000000002,0.17500000000000002,319.1310122,0.0,13,2017-01-02
2017-01-02 14:00:00,13.714166666666669,71.26083333333334,6.228666666666666,8.344249999999999,1012.1666666666666,16.667083333333334,0.5916666666666667,0.7666666666666666,335.5880619,0.0,14,2017-01-02
2017-01-02 15:00:00,13.20083333333333,77.0,7.070166666666666,9.392750000000001,1012.6666666666666,33.44916666666666,1.4166666666666667,2.1583333333333328,333.67589710000004,0.0,15,2017-01-02
2017-01-02 16:00:00,13.099166666666667,76.81666666666668,7.095416666666666,9.685833333333331,1012.1666666666666,6.4188333333333345,1.2249999999999999,3.35,310.4942477,0.0,16,2017-01-02
2017-01-02 17:00:00,13.498333333333333,76.9,8.548333333333334,11.824166666666665,1012.5,3.5979999999999994,0.8333333333333334,4.158333333333333,263.5074442,0.0,17,2017-01-02
2017-01-02 18:00:00,13.875,75.28333333333333,8.066666666666668,10.944166666666668,1013.1666666666666,2.614833333333334,0.1416666666666667,4.299999999999999,205.6567149,0.0,18,2017-01-02
2017-01-02 19:00:00,13.494166666666667,79.64166666666665,7.6401666666666666,10.295,1014.5,3.3830000000000005,0.46666666666666673,4.766666666666667,172.14171519999996,0.0,19,2017-01-02
2017-01-02 20:00:00,13.40333333333333,81.55833333333332,6.586750000000001,8.848333333333333,1015.0,1.7562499999999999,0.8249999999999998,5.583333333333333,142.1375137,0.0,20,2017-01-02
2017-01-02 21:00:00,13.689166666666667,81.84166666666665,6.537166666666668,9.20425,1015.8333333333334,1.7582499999999996,1.05,6.599999999999999,135.6644926,0.0,21,2017-01-02
2017-01-02 22:00:00,13.789166666666667,83.25833333333334,5.269166666666667,7.4439166666666665,1016.0,1.6084166666666666,0.06666666666666667,6.666666666666668,133.9245817,0.0,22,2017-01-02
2017-01-02 23:00:00,14.146153846153844,84.03846153846153,6.190307692307693,8.88223076923077,1016.4615384615385,1.3036923076923077,0.46153846153846156,7.123076923076924,132.54173659999998,0.0,23,2017-01-02
2017-01-03 00:00:00,14.389999999999999,82.93333333333334,6.297249999999999,8.575416666666666,1017.0,2.284666666666667,0.12500000000000003,0.041666666666666664,134.0449292,0.0,0,2017-01-03
2017-01-03 01:00:00,14.2275,84.13333333333333,4.8254166666666665,6.707583333333333,1017.0,1.9544999999999997,0.05833333333333333,0.09999999999999999,133.26549599999998,0.0,1,2017-01-03
2017-01-03 02:00:00,13.520000000000001,85.76666666666667,4.470916666666667,5.827999999999999,1017.0833333333334,1.8274166666666665,0.2666666666666666,0.36666666666666664,129.9405562,0.0,2,2017-01-03
2017-01-03 03:00:00,13.185,89.35833333333333,4.357333333333333,5.681416666666667,1018.0,1.8690833333333325,0.14166666666666664,0.5083333333333332,129.0342872,0.0,3,2017-01-03
2017-01-03 04:00:00,14.351666666666667,86.7,5.1593333333333335,6.856083333333333,1018.0,1.1053333333333335,0.3416666666666666,0.85,129.5125377,0.0,4,2017-01-03
2017-01-03 05:00:00,14.8125,84.84166666666667,5.263583333333334,6.856999999999999,1018.0,1.3060833333333333,0.25833333333333336,1.0999999999999999,132.7612923,0.0,5,2017-01-03
2017-01-03 06:00:00,14.8925,84.38333333333333,5.199416666666667,6.917999999999998,1018.75,0.9874999999999999,0.0,1.0999999999999999,145.9055416,0.0,6,2017-01-03
2017-01-03 07:00:00,14.915,84.35833333333333,4.558166666666668,6.205749999999999,1019.5833333333334,1.3335833333333333,0.0,1.0999999999999999,172.62561680000002,0.0,7,2017-01-03
2017-01-03 08:00:00,14.969166666666668,84.62499999999999,4.484916666666667,5.82825,1020.6666666666666,38.596916666666665,0.0,1.0999999999999999,225.1266381,0.0,8,2017-01-03
2017-01-03 09:00:00,15.356666666666664,82.45833333333333,3.9956666666666667,5.157,1021.6666666666666,94.52749999999999,0.0,1.0999999999999999,294.22598660000006,0.0,9,2017-01-03
2017-01-03 10:00:00,15.551666666666668,81.00833333333333,2.14875,3.1867500000000004,1022.8333333333334,143.95833333333331,0.0,1.0999999999999999,323.57277680000004,0.0,10,2017-01-03
2017-01-03 11:00:00,15.38833333333333,79.43333333333335,3.9697499999999994,5.094666666666666,1023.0,202.84500000000003,0.0,1.0999999999999999,327.5505233,0.0,11,2017-01-03
