Date,temp_C,HR,windSpeed_m/s,windGust_m/s,pres_mbar,solarRad_W/m2,rain_mm/h,rain_day,Power_kW,Holiday+Weekend,Hour,DayWeek,Power-1,logtemp
2017-06-14 05:00:00,18.482500000000005,71.6225,0.9958333333333335,1.3625833333333333,1013.0,26.525916666666664,0.0,0.0,121.56227720000001,0.0,5,2,121.36323290000001,2.916824338449118
2017-06-14 06:00:00,19.3825,72.0425,1.2073333333333331,1.6771666666666667,1013.9166666666666,165.44999999999996,0.0,0.0,133.2966817,0.0,6,2,121.56227720000001,2.964370597110977
2017-06-14 07:00:00,21.26,59.14333333333334,1.1041666666666667,1.6770833333333333,1014.25,352.44166666666666,0.0,0.0,166.5245218,0.0,7,2,133.2966817,3.056827372913802
2017-06-14 08:00:00,21.718333333333334,55.44166666666667,2.0791666666666666,2.977166666666667,1015.0,538.1249999999999,0.0,0.0,231.5481714,0.0,8,2,166.5245218,3.0781567579287596
2017-06-14 09:00:00,21.554999999999996,56.866666666666674,2.3655000000000004,3.5010833333333333,1015.0,708.5166666666668,0.0,0.0,307.8581142,0.0,9,2,231.5481714,3.0706078081990977
2017-06-14 10:00:00,22.288333333333338,53.70916666666667,3.33,4.549416666666667,1015.0,844.9166666666666,0.0,0.0,337.7191545,0.0,10,2,307.8581142,3.1040633726566504
2017-06-14 11:00:00,23.08916666666667,50.750833333333325,3.043416666666667,4.1930000000000005,1015.75,928.4166666666666,0.0,0.0,340.8678637,0.0,11,2,337.7191545,3.139363532055383
2017-06-14 12:00:00,22.830000000000002,50.96000000000001,3.9030833333333335,5.157666666666667,1015.9166666666666,964.5,0.0,0.0,310.6547808,0.0,12,2,340.8678637,3.1280754605417043
2017-06-14 13:00:00,22.684615384615388,50.38,4.889615384615385,6.1530000000000005,1015.0,945.0,0.0,0.0,325.26957189999996,0.0,13,2,310.6547808,3.121686958359694
2017-06-14 14:00:00,22.74333333333333,49.25,4.631583333333333,5.555666666666667,1015.0,877.1666666666666,0.0,0.0,373.13627260000004,0.0,14,2,325.26957189999996,3.124272062159222
2017-06-14 15:00:00,23.88083333333333,45.107499999999995,4.1265833333333335,5.220166666666667,1015.0,761.8666666666667,0.0,0.0,375.1997613,0.0,15,2,373.13627260000004,3.1730761846212765
2017-06-14 16:00:00,24.154999999999998,46.18416666666667,4.434083333333333,5.555833333333332,1015.0,600.4416666666667,0.0,0.0,346.1133403,0.0,16,2,375.1997613,3.18449139800637
2017-06-14 17:00:00,22.974166666666665,50.94166666666666,5.2867500000000005,6.415499999999999,1015.0,425.0833333333333,0.0,0.0,294.85388660000007,0.0,17,2,346.1133403,3.1343703962745364
2017-06-14 18:00:00,21.843333333333334,55.29750000000001,5.223916666666668,6.415416666666665,1015.0,230.26666666666665,0.0,0.0,233.50135899999998,0.0,18,2,294.85388660000007,3.083895764383296
2017-06-14 19:00:00,20.324166666666667,60.41833333333333,5.952166666666668,7.0645,1015.0,63.69666666666666,0.0,0.0,205.41267109999998,0.0,19,2,233.50135899999998,3.0118106541833303
2017-06-14 20:00:00,18.4725,66.5525,6.1305000000000005,7.044,1015.75,2.9890833333333333,0.0,0.0,176.722455,0.0,20,2,205.41267109999998,2.9162831396806657
2017-06-14 21:00:00,18.208333333333332,67.17333333333333,5.507833333333333,6.519666666666667,1016.0,2.214333333333333,0.0,0.0,158.1652891,0.0,21,2,176.722455,2.9018793647476446
2017-06-14 22:00:00,17.40083333333333,70.68083333333333,6.337083333333333,7.7781666666666665,1016.5833333333334,2.200833333333333,0.0,0.0,152.8928128,0.0,22,2,158.1652891,2.85651809779397
2017-06-14 23:00:00,17.185384615384613,68.9046153846154,6.996153846153845,8.379846153846156,1017.0,3.3284615384615384,0.0,0.0,144.93083149999998,0.0,23,2,152.8928128,2.844059290929127
2017-06-15 00:00:00,16.950000000000003,68.1025,6.100916666666666,7.567749999999999,1016.8333333333334,2.6115,0.0,0.0,146.1236322,1.0,0,3,144.93083149999998,2.8302678338264595
2017-06-15 01:00:00,16.823333333333334,67.69416666666666,5.484083333333333,6.605333333333333,1016.9166666666666,2.1131666666666664,0.0,0.0,146.4170708,1.0,1,3,146.1236322,2.8227668116840614
2017-06-15 02:00:00,16.925,66.03333333333335,4.773083333333333,5.807416666666666,1016.4166666666666,1.9148333333333332,0.0,0.0,143.0444106,1.0,2,3,146.4170708,2.8287918187983387
2017-06-15 03:00:00,16.388333333333335,68.81916666666666,4.956500000000001,6.2058333333333335,1016.1666666666666,2.0694166666666667,0.0,0.0,141.9104232,1.0,3,3,143.0444106,2.79656969956401
2017-06-15 04:00:00,15.85416666666667,74.61666666666667,5.021083333333333,6.121083333333334,1017.0,2.2451666666666665,0.0,0.0,142.21307099999999,1.0,4,3,141.9104232,2.763432346953795
2017-06-15 05:00:00,16.094166666666663,78.01666666666667,5.9718333333333335,7.1284166666666655,1017.0,26.175833333333333,0.0,0.0,139.4053115,1.0,5,3,142.21307099999999,2.7784568874965077
2017-06-15 06:00:00,16.674999999999997,73.84583333333335,5.094416666666667,6.542166666666667,1017.25,169.01666666666668,0.0,0.0,138.5622511,1.0,6,3,139.4053115,2.813910591801687
2017-06-15 07:00:00,18.108333333333334,63.206666666666656,4.9665833333333325,6.39375,1018.0,357.73333333333335,0.0,0.0,139.5064034,1.0,7,3,138.5622511,2.8963722374743837
2017-06-15 08:00:00,19.659166666666668,55.43583333333334,5.297583333333333,6.834500000000001,1018.0,545.4583333333334,0.0,0.0,142.5194862,1.0,8,3,139.5064034,2.9785437265707406
2017-06-15 09:00:00,21.020833333333332,48.915,5.03,6.751166666666666,1018.0,711.9583333333334,0.0,0.0,151.82705719999998,1.0,9,3,142.5194862,3.045514009445718
2017-06-15 10:00:00,22.544166666666666,43.087500000000006,4.4950833333333335,5.639416666666666,1018.0,840.8333333333334,0.0,0.0,161.4816476,1.0,10,3,151.82705719999998,3.1154763480790795
2017-06-15 11:00:00,24.81,35.4725,4.996583333333333,6.813833333333332,1018.0,928.75,0.0,0.0,162.6024491,1.0,11,3,161.4816476,3.21124679770371
2017-06-15 12:00:00,25.865833333333338,31.575833333333335,6.387416666666667,8.115166666666667,1017.25,966.4166666666666,0.0,0.0,167.07498080000002,1.0,12,3,162.6024491,3.2529229215072557
2017-06-15 13:00:00,25.843333333333334,33.714166666666664,7.350416666666667,8.974166666666667,1017.0,949.0,0.0,0.0,170.9309147,1.0,13,3,167.07498080000002,3.252052669562758
2017-06-15 14:00:00,25.9525,30.6575,7.374833333333332,8.90825,1017.0,883.3333333333334,0.0,0.0,175.0151949,1.0,14,3,170.9309147,3.2562679440852635
2017-06-15 15:00:00,25.826666666666668,31.54833333333333,7.736583333333333,9.728333333333333,1016.25,767.9166666666666,0.0,0.0,179.6336087,1.0,15,3,175.0151949,3.2514075498706854
2017-06-15 16:00:00,25.060000000000002,33.347500000000004,8.469416666666666,9.998333333333335,1016.6666666666666,614.6750000000001,0.0,0.0,184.21665080000002,1.0,16,3,179.6336087,3.2212729494679224
2017-06-15 17:00:00,23.504166666666663,37.01916666666667,8.981,10.649166666666666,1016.25,432.8083333333334,0.0,0.0,180.2255091,1.0,17,3,184.21665080000002,3.157177710397985
2017-06-15 18:00:00,22.255,40.75,8.790833333333333,10.775833333333333,1016.25,238.25833333333333,0.0,0.0,163.0955599,1.0,18,3,180.2255091,3.1025667024678176
2017-06-15 19:00:00,20.996666666666666,44.57333333333333,8.749166666666667,10.753333333333332,1017.0,66.31333333333335,0.0,0.0,156.2709148,1.0,19,3,163.0955599,3.044363694965728
2017-06-15 20:00:00,20.340833333333332,50.2575,6.898916666666666,8.407333333333334,1017.4166666666666,2.4699166666666668,0.0,0.0,154.60070080000003,1.0,20,3,156.2709148,3.0126303599548727
2017-06-15 21:00:00,19.979999999999997,52.51333333333334,8.477500000000001,10.147499999999999,1018.0,1.0748333333333333,0.0,0.0,153.55106130000001,1.0,21,3,154.60070080000003,2.9947317732204075
2017-06-15 22:00:00,19.926666666666666,52.935,8.736666666666666,10.189166666666667,1018.0,1.1878333333333335,0.0,0.0,152.835046,1.0,22,3,153.55106130000001,2.992058868187682
2017-06-15 23:00:00,19.275833333333335,56.83583333333333,7.797916666666668,9.224166666666667,1018.0,1.97,0.0,0.0,148.5879304,1.0,23,3,152.835046,2.958852152410209
2017-06-16 00:00:00,18.991666666666667,59.07916666666666,6.017,7.275166666666666,1018.0,1.9861666666666669,0.0,0.0,148.4127463,0.0,0,4,148.5879304,2.944000286463638
2017-06-16 01:00:00,18.790833333333328,60.775000000000006,5.258666666666667,6.058750000000001,1017.1666666666666,2.47525,0.0,0.0,147.5575465,0.0,1,4,148.4127463,2.9333691622734195
2017-06-16 02:00:00,18.345833333333335,63.129999999999995,3.983166666666667,4.947583333333333,1017.0,2.189416666666667,0.0,0.0,145.0729462,0.0,2,4,147.5575465,2.9094024824137628
2017-06-16 03:00:00,17.705833333333334,66.32166666666667,3.590166666666667,4.465583333333334,1017.75,3.0267500000000003,0.0,0.0,146.07172580000002,0.0,3,4,145.0729462,2.873894152139547
2017-06-16 04:00:00,17.304615384615385,68.66923076923077,3.0479230769230767,3.792923076923077,1018.0,3.0026923076923073,0.0,0.0,143.4992195,0.0,4,4,146.07172580000002,2.8509732511607635
2017-06-16 05:00:00,16.785833333333333,72.62499999999999,3.5990833333333327,4.3397499999999996,1018.0,27.977999999999998,0.0,0.0,146.6663471,0.0,5,4,143.4992195,2.820535276702332
2017-06-16 06:00:00,17.94666666666667,69.66499999999999,2.3744166666666664,2.8932499999999997,1018.0,165.29166666666666,0.0,0.0,161.6735757,0.0,6,4,146.6663471,2.8874043966683627
2017-06-16 07:00:00,19.26666666666667,64.33833333333332,2.7306666666666666,3.5011666666666663,1018.75,346.1666666666667,0.0,0.0,195.2848534,0.0,7,4,161.6735757,2.9583764870102223
2017-06-16 08:00:00,20.815833333333334,58.39166666666668,2.4738333333333333,2.977,1019.0,533.3249999999999,0.0,0.0,246.992837,0.0,8,4,195.2848534,3.0357139150765535
2017-06-16 09:00:00,24.669999999999998,46.91166666666666,1.0343333333333333,1.5934166666666665,1018.3333333333334,702.4416666666666,0.0,0.0,327.6338247,0.0,9,4,246.992837,3.2055879305412653
2017-06-16 10:00:00,27.139166666666668,41.47083333333334,1.2020000000000002,1.7819166666666666,1018.0,831.75,0.0,0.0,370.3115598,0.0,10,4,327.6338247,3.300977948948826
2017-06-16 11:00:00,29.263333333333332,36.37083333333333,1.2421666666666666,1.8447499999999997,1018.0,912.5,0.0,0.0,378.18814669999995,0.0,11,4,370.3115598,3.3763353102700076
2017-06-16 12:00:00,30.822499999999994,31.709166666666665,1.5270833333333333,2.306083333333333,1017.8333333333334,942.5,0.0,0.0,348.86584460000006,0.0,12,4,378.18814669999995,3.428244942760571
2017-06-16 13:00:00,34.24249999999999,22.876666666666665,1.4657499999999999,2.138416666666666,1017.0,921.4166666666666,0.0,0.0,374.18800510000005,0.0,13,4,348.86584460000006,3.533467562626839
2017-06-16 16:00:00,32.59916666666667,24.78833333333333,4.343249999999999,5.115416666666667,1016.0,591.7833333333334,0.0,0.0,390.2888262,0.0,16,4,374.18800510000005,3.484286725673751
2017-06-16 17:00:00,31.645833333333332,25.511666666666667,4.0776666666666666,4.968666666666667,1016.0,408.15833333333336,0.0,0.0,296.3725674,0.0,17,4,390.2888262,3.454606491687882
2017-06-16 18:00:00,30.000833333333333,26.929999999999996,4.559833333333333,5.639166666666665,1016.0,215.95833333333334,0.0,0.0,211.0480736,0.0,18,4,296.3725674,3.4012251590541376
2017-06-16 19:00:00,28.247500000000002,27.1775,5.780916666666666,7.001249999999999,1016.0,55.29333333333333,0.0,0.0,167.946506,0.0,19,4,211.0480736,3.3410049581012644
2017-06-16 20:00:00,27.434166666666666,27.070000000000004,4.986166666666667,5.9120833333333325,1016.1666666666666,1.9918333333333333,0.0,0.0,144.9440174,0.0,20,4,167.946506,3.3117891952242697
2017-06-16 21:00:00,27.46666666666667,24.180000000000003,3.981666666666667,4.84325,1017.0,0.9844166666666668,0.0,0.0,138.77050459999998,0.0,21,4,144.9440174,3.3129731482473166
2017-06-16 22:00:00,26.499166666666664,27.477500000000003,3.356083333333333,4.088166666666667,1017.25,0.9752500000000001,0.0,0.0,124.04331940000002,0.0,22,4,138.77050459999998,3.277113285956843
2017-06-16 23:00:00,24.68,39.38,1.4885384615384614,1.7998461538461539,1017.9230769230769,0.8256923076923075,0.0,0.0,116.0147807,0.0,23,4,124.04331940000002,3.205993199037187
2017-06-17 00:00:00,24.660833333333333,38.281666666666666,3.81225,4.1930000000000005,1017.0833333333334,0.83,0.0,0.0,115.5036701,1.0,0,5,116.0147807,3.205216290082235
2017-06-17 01:00:00,26.195000000000004,28.105833333333333,4.273250000000001,4.94775,1016.0,0.9223333333333333,0.0,0.0,113.99650079999999,1.0,1,5,115.5036701,3.265568552860183
2017-06-17 02:00:00,25.61,33.0875,2.9980000000000007,3.6058333333333334,1016.4166666666666,1.0005833333333334,0.0,0.0,113.6383885,1.0,2,5,113.99650079999999,3.242982900211434
